id,votedKeywords_시설이 깔끔해요,votedKeywords_주차하기 편해요,votedKeywords_수질 관리가 잘돼요,votedKeywords_탕 종류가 다양해요,votedKeywords_규모가 커요,votedKeywords_친절해요,votedKeywords_가격이 합리적이에요,votedKeywords_편의시설이 잘 되어있어요,votedKeywords_뷰가 좋아요,votedKeywords_아이와 가기 좋아요,votedKeywords_조용히 쉬기 좋아요,votedKeywords_대중교통이 편해요,votedKeywords_인테리어가 멋져요,votedKeywords_산책로가 잘 되어있어요,votedKeywords_깨끗해요,votedKeywords_바비큐 해먹기 좋아요 ,votedKeywords_냉난방이 잘돼요,votedKeywords_취사시설이 잘 되어있어요,votedKeywords_침구가 좋아요,votedKeywords_화장실이 잘 되어있어요,votedKeywords_사진이 잘 나와요,votedKeywords_방음이 잘돼요,votedKeywords_물놀이하기 좋아요,votedKeywords_수업이 체계적이에요,votedKeywords_명상하기 좋아요,votedKeywords_공간이 넓어요,votedKeywords_맞춤 케어를 잘해줘요,votedKeywords_자세를 꼼꼼히 봐주세요,votedKeywords_프로그램이 다양해요,votedKeywords_볼거리가 많아요,votedKeywords_체험 프로그램이 다양해요,votedKeywords_놀이기구가 다양해요,votedKeywords_먹거리가 풍부해요,votedKeywords_전시 테마가 재밌어요,votedKeywords_전시 구성이 알차요,votedKeywords_설명이 잘 되어있어요,votedKeywords_유익해요,votedKeywords_과일이 맛있어요,votedKeywords_신선해요,votedKeywords_원산지 표시가 명확해요,votedKeywords_상품이 다양해요,votedKeywords_매장이 청결해요,votedKeywords_캐디의 진행이 매끄러워요,votedKeywords_클럽하우스가 잘 되어있어요,votedKeywords_필드 상태가 좋아요,votedKeywords_예약 시간을 잘 지켜요,votedKeywords_신기한 식물이 많아요,votedKeywords_화장실이 깨끗해요,votedKeywords_동물 관리가 잘 되어있어요,votedKeywords_안전하게 관리해요,votedKeywords_관리가 잘 되어있어요,votedKeywords_옷이 예뻐요,votedKeywords_사이즈가 다양해요,votedKeywords_옷 관리가 잘 되어있어요,votedKeywords_옷이 다양해요,votedKeywords_상담이 자세해요,votedKeywords_스타일 추천을 잘해줘요,votedKeywords_반납이 편해요,votedKeywords_피크닉하기 좋아요,votedKeywords_말 교육이 잘 되어있어요,votedKeywords_코스가 다양해요,votedKeywords_코스가 길어요,votedKeywords_강습 받기 좋아요,votedKeywords_코스가 변별력 있어요,votedKeywords_거리 측정을 잘해줘요,votedKeywords_그늘집이 잘 되어있어요,votedKeywords_물이 깨끗해요,votedKeywords_최신 장비를 사용해요,votedKeywords_샤워실이 잘 되어있어요,votedKeywords_연습공간이 잘 되어있어요,votedKeywords_맞춤 지도를 잘해줘요,votedKeywords_층고가 높아요,votedKeywords_연습 시간이 자유로워요,votedKeywords_선생님이 열정적이에요,votedKeywords_학생과 소통을 잘해요,votedKeywords_근처에 갈 곳이 많아요,votedKeywords_자연 경관이 좋아요,votedKeywords_커피가 맛있어요,votedKeywords_음료가 맛있어요,votedKeywords_집중하기 좋아요,votedKeywords_대화하기 좋아요,votedKeywords_가성비가 좋아요,votedKeywords_특별한 메뉴가 있어요,votedKeywords_좌석이 편해요,votedKeywords_디저트가 맛있어요,votedKeywords_프로그램 구성이 알차요,votedKeywords_음식이 맛있어요,votedKeywords_휴게공간이 잘 되어있어요,votedKeywords_놀거리가 많아요,votedKeywords_음악이 좋아요,votedKeywords_단체모임 하기 좋아요,votedKeywords_대기공간이 잘 되어있어요,votedKeywords_레인이 많아요,votedKeywords_관리 효과가 좋아요,votedKeywords_분위기가 편안해요,votedKeywords_시술이 꼼꼼해요,votedKeywords_즐길 거리가 많아요,votedKeywords_부대시설이 잘 되어있어요,votedKeywords_기구가 다양해요,votedKeywords_마사지가 시원해요,votedKeywords_예약이 편리해요,votedKeywords_디자인이 멋져요,votedKeywords_선물하기 좋아요,votedKeywords_빵이 맛있어요,votedKeywords_반려동물과 가기 좋아요,votedKeywords_재료가 신선해요,votedKeywords_매장이 넓어요,votedKeywords_물고기가 많이 잡혀요,votedKeywords_어종이 다양해요,votedKeywords_수질이 좋아요,votedKeywords_품질이 좋아요,votedKeywords_타석이 넓어요,votedKeywords_대기 시스템이 편리해요,votedKeywords_휴게시설이 잘 되어있어요,votedKeywords_양이 많아요,votedKeywords_혼밥하기 좋아요,votedKeywords_특별한 날 가기 좋아요,votedKeywords_포장이 깔끔해요,votedKeywords_제철 과일이 빨리 나와요,votedKeywords_특색 있는 제품이 많아요,votedKeywords_동물을 배려한 환경이에요,votedKeywords_컨셉이 독특해요,votedKeywords_셔틀버스가 잘 되어있어요,votedKeywords_비싼 만큼 가치있어요,votedKeywords_기구가 청결해요,votedKeywords_운전이 쉬워요,votedKeywords_초보자에게도 적합해요,votedKeywords_맞춤 수업을 잘해줘요,votedKeywords_설명이 자세해요,votedKeywords_원데이 클래스가 알차요,votedKeywords_수업 시간이 충분해요,votedKeywords_수심이 다양해요,votedKeywords_세트 구성이 알차요,votedKeywords_비주얼이 좋아요
1676084537,,1.0,,,,12.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,,,,29.0,,,,3.0,,,,,,,,,,,,,,,13.0,8.0,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
36220205,4.0,3.0,,,,10.0,1.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,11.0,4.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16963602,5.0,4.0,,,,7.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865664437,,809.0,,,,,246.0,,,352.0,,,,,,,,,,,224.0,,,,,,,,,84.0,621.0,503.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13542625,,7.0,,,,,12.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394129860,8.0,3.0,,,,9.0,2.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496248735,,49.0,,,,,37.0,,,63.0,,,,,,,,,,,5.0,,,,,,,,,31.0,41.0,68.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13491584,,5.0,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,1.0,,,,2.0,,,,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30997566,1.0,1.0,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256158608,,1.0,,,,,1.0,,2.0,,2.0,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439050448,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539446006,,1.0,,,,,,,4.0,,,1.0,,2.0,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33359625,,510.0,,,,,,136.0,766.0,,,,,,,,,,,,340.0,,,,,,,,,288.0,,,,,,,,,,,,,,,,,,,,218.0,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,,,,,,,,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,447.0,,,,,,,,
1777570381,,2.0,,,,3.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16928512,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581172343,13.0,9.0,,,,7.0,6.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284536166,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828754477,4.0,3.0,,,,,5.0,,,,,,,,,,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,5.0,,6.0,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028507603,1.0,5.0,,,,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,,,,,1.0,,,,,,,,,,,,,,,,7.0,7.0,5.0,4.0,3.0,,,
17047413,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341498396,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20343711,59.0,26.0,,,,60.0,15.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,108.0,14.0,7.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17040007,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17046195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17025007,,6.0,,,,,4.0,,16.0,,,,,5.0,,,,,,,8.0,,,,,,,,,2.0,1.0,,9.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17029559,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17026855,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17024993,,2.0,,,,,1.0,,6.0,,,,,3.0,,,,,,,2.0,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982278939,,2.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959607130,,1.0,,,,21.0,,,44.0,,,,12.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,14.0,1.0,3.0,2.0,3.0,8.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16790201,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957728396,5.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,5.0,,3.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
1214623292,28.0,6.0,,,,,5.0,,,,,,,,,,,,,,,,,20.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,28.0,,,25.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11535837,8.0,9.0,,,,16.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,24.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221309553,,36.0,,,,,9.0,,,14.0,,,,,,,,,,,9.0,,,,,,,,,51.0,15.0,55.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13491801,,9.0,,,,,8.0,,12.0,,5.0,1.0,,18.0,,,,,,,9.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16989135,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16989030,,,,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20034615,,289.0,,,,,63.0,37.0,240.0,,,,,359.0,,,,,,,214.0,,,,,,,,,224.0,185.0,,3.0,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13126047,25.0,143.0,,,,75.0,59.0,,73.0,209.0,,,,,,,,,,,108.0,,,,,,,,,203.0,118.0,82.0,15.0,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,72.0,40.0,21.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19646201,29.0,34.0,,,,56.0,16.0,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,24.0,19.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359549644,,8.0,,,,16.0,,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,36.0,,,,2.0,,,,,,,,,,,,,,,15.0,6.0,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,
31346905,,203.0,,,,,29.0,,,8.0,,,,,,,,,,,253.0,,,,,209.0,,,,,36.0,,,247.0,307.0,96.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32420538,22.0,86.0,,,,110.0,87.0,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,98.0,10.0,15.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17064972,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19828261,,9.0,,,,,7.0,6.0,31.0,,,,,12.0,,,,,,,7.0,,,,,,,,,6.0,3.0,,4.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37336458,,4.0,,,,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,21.0,,,,,,,,,,,,,,,,26.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
33703960,,702.0,,,,,136.0,,,710.0,,,,,,,,,,,1280.0,,,,,,,,,1480.0,239.0,119.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582332619,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188204579,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490878,,186.0,,,,,40.0,21.0,329.0,,44.0,11.0,,285.0,,,,,,,214.0,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17077890,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1020942256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19658870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520369811,,95.0,,,,,54.0,13.0,386.0,,60.0,3.0,,308.0,,,,,,,290.0,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13276953,21.0,17.0,,,,38.0,5.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,34.0,11.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11781307,,62.0,,,,,51.0,7.0,4.0,,,,,13.0,,,,,,,14.0,,,,,,,,,6.0,36.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13040524,,59.0,,,,,75.0,,,12.0,,,,,,,,,,,84.0,,,,,,,,,67.0,104.0,55.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12367212,,202.0,,,,,89.0,,,,,,,,,,,,,,101.0,,,,,,,,,147.0,55.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040924488,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071572,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1259465101,,6.0,,,,,3.0,,3.0,,1.0,,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16772992,6.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,
19882124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38414793,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17041479,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748213172,,2.0,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946795533,5.0,,,,5.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188799829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38590206,,1.0,,,,,,,5.0,,,,,7.0,,,,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31149186,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
